,id,carat,cut,color,clarity,depth,table,price
36760,36760,0.31,4,2,6,63.4,55.0,544
36761,36761,0.72,1,3,6,62.7,57.0,2586
36762,36762,0.34,1,1,5,62.0,54.0,1033
36763,36763,0.51,4,3,6,63.1,54.0,1220
36764,36764,0.51,1,2,5,62.4,57.0,1781
36765,36765,0.41,3,5,2,59.5,58.0,991
36766,36766,0.32,1,4,7,62.5,57.0,540
36767,36767,0.7,2,3,7,59.5,58.0,2234
36768,36768,0.3,1,3,1,62.0,56.0,886
36769,36769,1.0,2,3,8,62.4,59.0,3344
36770,36770,0.9,3,2,6,63.2,54.0,4382
36771,36771,0.41,1,2,3,60.0,57.0,1243
36772,36772,1.08,2,4,4,62.7,56.0,6982
36773,36773,0.37,2,1,5,61.0,56.0,989
36774,36774,0.9,4,4,5,64.9,61.0,4124
36775,36775,0.71,1,4,2,61.7,57.0,2930
36776,36776,0.64,4,7,7,64.7,54.0,1141
36777,36777,0.38,4,5,2,63.3,58.0,967
36778,36778,1.09,1,4,3,61.5,55.0,8057
36779,36779,0.91,2,2,7,62.8,59.0,3898
36780,36780,1.82,3,7,4,62.2,56.0,10090
36781,36781,1.74,4,5,6,60.6,62.0,12032
36782,36782,1.09,1,5,6,61.9,57.0,5262
36783,36783,0.71,4,6,3,63.6,57.0,2450
36784,36784,1.5,3,2,5,60.7,60.0,14256
36785,36785,0.33,3,4,7,59.4,59.0,434
36786,36786,0.33,1,3,3,62.2,56.0,1040
36787,36787,1.05,2,5,4,60.9,60.0,5580
36788,36788,1.24,2,4,4,62.0,59.0,7660
36789,36789,2.13,2,3,7,62.4,58.0,13760
36790,36790,0.33,1,5,2,61.6,55.0,730
36791,36791,0.31,2,2,6,59.3,59.0,698
36792,36792,1.0,4,2,5,63.3,59.0,5984
36793,36793,0.31,1,4,4,62.7,57.0,695
36794,36794,0.9,3,4,7,61.2,57.0,3391
36795,36795,0.31,1,2,4,61.6,55.0,722
36796,36796,0.74,3,2,7,63.1,57.0,2617
36797,36797,0.7,2,3,3,62.5,59.0,3018
36798,36798,0.63,3,1,1,59.6,59.0,4800
36799,36799,2.01,3,3,7,62.3,63.0,17514
36800,36800,0.9,3,2,6,62.5,60.0,3748
36801,36801,0.7,2,2,6,60.7,58.0,2679
36802,36802,0.91,3,4,6,60.2,58.0,4429
36803,36803,0.7,3,2,6,62.1,60.0,2730
36804,36804,0.31,1,2,2,61.0,57.0,903
36805,36805,0.42,2,2,6,61.5,61.0,926
36806,36806,1.02,1,1,4,60.8,55.0,8818
36807,36807,2.0,2,5,7,61.5,61.0,13134
36808,36808,0.97,2,3,6,59.9,59.0,4726
36809,36809,0.41,2,5,6,60.9,60.0,683
36810,36810,0.77,1,2,6,61.6,57.0,3189
36811,36811,0.9,3,3,5,62.6,58.0,4681
36812,36812,0.3,2,3,1,61.6,58.0,1085
36813,36813,0.35,1,3,3,62.1,56.0,956
36814,36814,1.02,2,3,3,62.9,59.0,9103
36815,36815,1.23,3,5,5,61.6,59.0,6459
36816,36816,0.7,3,2,6,59.1,62.0,2569
36817,36817,1.0,4,2,6,62.6,61.0,4989
36818,36818,1.01,2,4,3,61.2,58.0,8016
36819,36819,0.3,1,2,3,60.2,57.0,789
36820,36820,0.31,1,5,6,61.3,57.0,421
36821,36821,1.84,2,5,6,59.7,58.0,13779
36822,36822,0.71,1,1,5,60.4,57.0,3135
36823,36823,1.77,1,7,4,62.2,56.0,11150
36824,36824,0.36,1,2,5,61.7,55.0,789
36825,36825,0.62,2,3,6,61.7,59.0,1595
36826,36826,0.3,3,4,3,61.6,60.0,684
36827,36827,1.51,3,4,4,60.2,63.0,12430
36828,36828,0.44,4,3,6,63.8,54.0,756
36829,36829,0.71,2,4,2,62.7,58.0,2694
36830,36830,0.6,1,6,6,62.1,55.0,1390
36831,36831,0.49,2,4,6,62.4,58.0,1072
36832,36832,0.74,2,3,4,62.5,60.0,2917
36833,36833,0.28,3,2,2,62.1,57.0,707
36834,36834,0.52,1,3,6,62.0,53.0,1223
36835,36835,1.16,1,5,7,61.9,56.0,4797
36836,36836,0.41,1,4,7,61.9,54.0,666
36837,36837,1.0,1,2,6,61.9,56.0,5458
36838,36838,0.32,1,4,5,61.8,57.0,720
36839,36839,1.01,1,2,6,62.2,57.0,5973
36840,36840,1.55,2,7,4,62.6,59.0,8749
36841,36841,1.12,1,2,3,60.6,57.0,10769
36842,36842,0.52,3,4,6,63.3,57.0,1338
36843,36843,0.7,3,4,2,62.8,56.0,3276
36844,36844,0.92,3,1,6,62.0,58.0,5086
36845,36845,0.5,1,5,3,60.3,58.0,1608
36846,36846,0.37,3,1,6,62.3,56.0,681
36847,36847,0.62,1,4,1,61.8,56.0,2869
36848,36848,0.4,1,7,1,62.4,56.0,1063
36849,36849,0.36,1,1,5,60.6,57.0,852
36850,36850,0.3,2,2,5,61.6,58.0,658
36851,36851,2.02,1,5,7,62.1,57.0,10826
36852,36852,0.73,1,5,5,62.0,54.0,2583
36853,36853,0.24,3,3,3,62.5,56.0,478
36854,36854,0.77,3,7,7,61.2,56.0,2001
36855,36855,0.34,2,6,5,61.8,58.0,477
36856,36856,0.41,1,4,1,62.4,54.0,1259
36857,36857,0.3,2,1,6,61.6,58.0,709
36858,36858,0.36,2,2,6,60.8,59.0,810
36859,36859,0.38,1,4,2,61.6,57.0,1140
36860,36860,0.51,1,4,3,61.6,56.0,1842
36861,36861,0.81,2,1,6,60.7,58.0,3135
36862,36862,0.7,2,7,3,60.6,58.0,1764
36863,36863,0.67,4,3,4,62.3,62.0,2293
36864,36864,1.51,1,5,6,61.9,57.0,8287
36865,36865,1.0,5,3,6,64.8,59.0,5292
36866,36866,1.2,2,5,6,62.9,55.0,5975
36867,36867,0.5,2,4,4,62.5,58.0,1624
36868,36868,1.3,1,3,5,62.2,56.0,10090
36869,36869,0.91,1,2,6,62.3,57.0,4284
36870,36870,1.4,3,6,7,62.4,59.0,6677
36871,36871,0.34,2,2,6,59.0,60.0,765
36872,36872,0.31,2,2,4,61.1,58.0,734
36873,36873,0.56,1,4,4,61.8,55.0,1712
36874,36874,0.54,1,5,5,60.1,57.0,1439
36875,36875,0.7,3,5,3,62.5,55.0,2558
36876,36876,0.73,2,3,7,60.2,59.0,1971
36877,36877,1.56,1,4,6,61.2,56.0,11628
36878,36878,0.58,1,4,5,61.9,56.0,1636
36879,36879,0.5,1,2,4,62.2,57.0,1603
36880,36880,0.32,3,5,2,62.3,56.0,672
36881,36881,0.43,1,5,6,60.7,54.0,891
36882,36882,1.7,5,5,7,64.5,55.0,9682
36883,36883,0.9,2,5,4,62.1,59.0,4234
36884,36884,2.05,2,7,4,60.1,58.0,15067
36885,36885,0.23,4,2,2,56.3,62.0,498
36886,36886,0.3,3,4,4,63.4,55.0,725
36887,36887,0.75,3,2,7,60.2,57.0,2719
36888,36888,0.3,2,2,5,61.8,58.0,844
36889,36889,0.32,1,3,2,61.1,56.0,827
36890,36890,0.5,2,4,3,60.5,62.0,1806
36891,36891,0.9,2,1,7,61.0,59.0,3740
36892,36892,0.98,5,3,7,61.6,66.0,2958
36893,36893,0.3,3,2,3,59.7,57.0,622
36894,36894,1.52,5,5,6,65.3,58.0,8001
36895,36895,0.43,2,1,6,60.1,58.0,830
36896,36896,1.0,4,2,7,63.3,58.0,4496
36897,36897,1.22,1,4,7,62.9,56.0,5436
36898,36898,0.41,2,2,6,62.4,58.0,755
36899,36899,1.71,2,6,4,60.7,60.0,13097
36900,36900,1.63,3,5,6,62.5,58.0,10721
36901,36901,0.31,1,4,3,61.4,56.0,907
36902,36902,0.33,1,1,6,62.2,54.0,575
36903,36903,0.55,1,2,5,62.0,55.0,1596
36904,36904,0.7,3,3,4,60.0,57.0,2767
36905,36905,0.32,1,2,2,60.7,55.0,860
36906,36906,0.3,1,1,6,61.6,56.0,552
36907,36907,0.5,1,4,3,62.1,55.0,1838
36908,36908,0.3,1,4,3,63.0,57.0,878
36909,36909,2.01,2,3,7,59.5,59.0,15841
36910,36910,0.35,3,1,4,59.9,56.0,846
36911,36911,0.31,1,2,1,61.3,58.0,1002
36912,36912,0.8,1,3,5,62.1,56.0,4043
36913,36913,1.07,2,3,7,58.2,58.0,4319
36914,36914,1.71,3,7,5,62.6,55.0,9170
36915,36915,0.35,3,3,5,61.1,62.0,706
36916,36916,0.63,1,2,5,62.1,56.0,2205
36917,36917,0.31,1,4,2,61.9,55.0,816
36918,36918,0.41,1,1,4,61.2,57.0,1018
36919,36919,0.3,3,5,6,62.4,58.0,389
36920,36920,1.19,1,4,4,61.9,55.0,8034
36921,36921,0.73,1,5,1,61.4,59.0,3429
36922,36922,0.32,1,2,2,60.9,56.0,813
36923,36923,0.3,2,2,5,62.1,58.0,658
36924,36924,0.41,1,3,5,61.4,55.0,1107
36925,36925,1.25,1,6,5,60.0,57.0,4795
36926,36926,1.21,1,4,5,61.7,56.0,6478
36927,36927,0.51,1,3,4,62.1,56.0,1836
36928,36928,1.01,1,1,6,61.4,59.0,5812
36929,36929,1.08,1,4,5,62.5,57.0,6561
36930,36930,1.2,3,1,6,60.7,58.0,7191
36931,36931,1.54,2,6,7,60.1,61.0,7727
36932,36932,0.43,2,2,7,61.2,59.0,919
36933,36933,0.5,3,4,6,62.9,59.0,1187
36934,36934,0.3,3,2,5,61.6,61.0,585
36935,36935,0.41,1,3,4,61.8,56.0,1007
36936,36936,0.36,2,3,6,61.1,59.0,600
36937,36937,0.41,2,5,6,60.0,61.0,876
36938,36938,0.32,1,2,5,62.1,55.0,900
36939,36939,0.53,1,5,4,61.9,55.0,1731
36940,36940,1.0,1,3,4,61.4,56.0,7177
36941,36941,0.8,1,6,5,62.6,54.0,2694
36942,36942,1.5,2,4,5,62.5,59.0,12196
36943,36943,1.0,4,1,5,62.1,64.0,5174
36944,36944,0.71,3,3,6,62.1,58.0,2221
36945,36945,0.31,4,3,5,63.4,56.0,625
36946,36946,1.03,1,6,7,62.3,59.0,4162
36947,36947,0.73,2,7,4,60.2,58.0,2037
36948,36948,0.71,2,5,7,62.4,56.0,2028
36949,36949,0.73,2,6,3,61.5,58.0,2351
36950,36950,0.42,1,4,2,61.6,55.0,1179
36951,36951,0.52,1,1,5,61.4,56.0,1664
36952,36952,0.52,1,2,7,61.8,57.0,1146
36953,36953,0.51,3,2,7,63.0,56.0,1067
36954,36954,0.91,2,3,7,63.0,59.0,3346
36955,36955,1.04,3,4,5,63.4,55.0,6232
36956,36956,0.52,1,5,2,60.4,57.0,1778
36957,36957,0.41,1,1,6,61.7,54.0,1015
36958,36958,0.91,2,2,6,62.1,58.0,4332
36959,36959,0.32,1,1,5,61.7,54.0,758
36960,36960,0.4,4,5,7,63.8,57.0,561
36961,36961,0.53,1,1,1,62.2,55.0,3812
36962,36962,1.0,1,5,5,62.4,57.0,4172
36963,36963,0.3,3,3,7,63.3,55.0,506
36964,36964,0.57,1,4,2,61.9,57.0,2217
36965,36965,0.56,1,2,5,61.9,56.0,1819
36966,36966,0.5,2,2,5,61.4,58.0,1746
36967,36967,0.44,1,5,6,61.9,57.0,733
36968,36968,1.01,2,3,1,62.3,57.0,9627
36969,36969,1.06,3,4,5,59.8,58.0,6818
36970,36970,0.6,3,1,6,60.0,56.0,1841
36971,36971,0.34,1,5,5,61.5,54.0,537
36972,36972,0.57,1,3,6,61.9,56.0,1759
36973,36973,0.5,3,1,7,63.2,56.0,1243
36974,36974,0.9,3,4,5,58.8,61.0,4400
36975,36975,0.38,1,3,1,60.7,57.0,1212
36976,36976,1.01,2,4,5,63.0,56.0,5864
36977,36977,2.1,3,5,6,62.9,57.0,18480
36978,36978,1.21,1,5,6,60.7,57.0,7810
36979,36979,0.72,3,2,6,62.5,58.0,2618
36980,36980,1.23,2,6,7,62.1,59.0,4773
36981,36981,0.32,1,1,6,59.3,55.0,589
36982,36982,0.5,1,3,7,60.5,56.0,1118
36983,36983,1.51,2,5,2,60.6,60.0,12224
36984,36984,1.0,2,3,6,62.7,59.0,5197
36985,36985,0.73,5,3,7,59.2,64.0,2164
36986,36986,0.55,2,4,6,61.3,59.0,1316
36987,36987,1.52,1,2,5,62.4,55.0,15488
36988,36988,2.01,2,5,7,61.8,62.0,11646
36989,36989,0.78,1,3,7,60.6,55.0,2386
36990,36990,0.72,1,5,7,61.5,56.0,2131
36991,36991,1.07,1,3,7,61.6,56.0,4954
36992,36992,0.9,1,4,6,61.6,57.0,4001
36993,36993,0.43,4,5,2,60.0,61.0,1000
36994,36994,0.32,1,5,6,61.5,55.0,434
36995,36995,2.04,1,6,6,62.8,57.0,14775
36996,36996,1.44,3,5,7,58.2,61.0,7128
36997,36997,1.66,2,5,5,62.3,58.0,10993
36998,36998,0.53,3,2,5,58.3,62.0,1607
36999,36999,0.32,1,5,5,61.5,57.0,534
37000,37000,0.71,4,5,4,63.6,55.0,2315
37001,37001,1.29,3,1,2,60.8,55.0,17932
37002,37002,0.3,4,5,4,63.9,55.0,675
37003,37003,0.42,3,1,5,60.7,60.0,910
37004,37004,0.5,2,4,7,62.5,57.0,1000
37005,37005,0.51,3,3,4,62.5,54.0,1751
37006,37006,1.04,1,5,6,61.7,56.0,5469
37007,37007,0.32,1,2,4,61.1,55.0,825
37008,37008,0.34,2,2,5,61.0,59.0,956
37009,37009,0.3,1,2,4,62.0,53.0,673
37010,37010,1.01,3,2,7,63.4,59.0,4299
37011,37011,0.83,1,3,4,62.3,56.4,4592
37012,37012,0.33,1,2,3,61.8,56.0,891
37013,37013,0.53,1,4,3,61.4,57.0,1948
37014,37014,0.7,1,3,6,59.9,57.0,2264
37015,37015,0.32,2,5,6,63.0,59.0,591
37016,37016,1.15,1,6,4,62.1,55.0,5626
37017,37017,0.31,1,3,6,61.2,55.0,568
37018,37018,1.0,4,4,3,62.4,61.0,6748
37019,37019,0.75,4,2,7,59.7,62.0,2497
37020,37020,1.01,4,6,5,63.6,57.0,3620
37021,37021,1.01,3,3,3,59.8,58.0,8212
37022,37022,0.36,1,2,5,60.8,56.0,1013
37023,37023,0.52,3,4,6,59.4,60.0,1267
37024,37024,1.2,3,5,7,62.0,58.0,5352
37025,37025,0.51,1,1,5,61.9,55.0,1597
37026,37026,0.9,4,5,6,62.8,62.0,3447
37027,37027,0.37,2,3,5,59.7,59.0,957
37028,37028,1.02,1,3,6,60.3,60.0,5195
37029,37029,1.51,3,6,6,62.2,60.0,8637
37030,37030,0.61,1,5,5,62.5,54.0,1591
37031,37031,1.01,2,3,6,62.2,58.0,4775
37032,37032,0.33,1,3,3,61.4,56.0,810
37033,37033,0.64,1,2,4,60.8,56.0,2679
37034,37034,0.4,1,1,6,62.1,56.0,772
37035,37035,1.58,1,5,5,63.0,56.0,11419
37036,37036,0.52,1,1,6,62.4,56.0,1600
37037,37037,0.4,3,2,7,58.7,57.0,611
37038,37038,1.04,2,4,7,62.2,59.0,3861
37039,37039,1.55,2,5,5,61.3,61.0,11708
37040,37040,0.3,2,6,4,60.5,60.0,473
37041,37041,0.24,3,1,2,61.5,60.0,553
37042,37042,0.33,1,6,1,61.4,56.0,694
37043,37043,0.86,1,6,3,61.4,58.0,3544
37044,37044,1.12,1,4,5,61.0,57.0,7634
37045,37045,0.5,5,5,5,62.4,69.0,1122
37046,37046,0.59,1,4,5,61.9,57.0,2336
37047,37047,1.7,1,5,8,62.6,54.0,7197
37048,37048,0.71,2,3,6,59.8,61.0,2633
37049,37049,1.0,3,5,4,63.3,53.0,4732
37050,37050,1.26,1,4,4,62.3,57.0,6604
37051,37051,0.3,2,1,6,62.2,58.0,552
37052,37052,1.0,3,4,1,62.2,61.0,7682
37053,37053,0.38,2,2,5,62.2,59.0,1112
37054,37054,0.4,1,4,1,61.9,56.0,1570
37055,37055,0.46,1,1,4,61.6,57.0,1637
37056,37056,0.72,2,7,7,60.3,58.0,1667
37057,37057,0.81,1,6,6,62.5,57.0,2439
37058,37058,0.4,1,3,3,62.4,56.0,1163
37059,37059,1.02,1,5,7,60.5,57.0,4375
37060,37060,0.32,1,2,4,61.9,56.0,758
37061,37061,1.52,3,5,7,63.1,55.0,7600
37062,37062,0.38,3,2,5,61.2,56.0,740
37063,37063,1.15,3,1,5,61.4,57.0,7662
37064,37064,0.41,2,3,2,62.1,56.0,1356
37065,37065,1.01,2,5,6,59.5,59.0,4771
37066,37066,0.6,3,7,5,60.0,59.4,1262
37067,37067,0.37,2,3,5,61.9,59.0,957
37068,37068,0.33,1,2,5,61.9,56.0,928
37069,37069,0.5,3,4,3,61.6,58.0,1784
37070,37070,1.0,4,5,5,63.8,59.0,4028
37071,37071,0.9,3,2,6,60.1,58.0,4034
37072,37072,0.3,1,3,1,60.9,57.0,873
37073,37073,0.33,2,7,5,59.6,61.0,450
37074,37074,0.84,1,1,2,62.0,54.0,6399
37075,37075,0.93,4,3,7,59.4,61.0,3418
37076,37076,1.24,1,5,7,62.0,56.0,5902
37077,37077,0.57,1,2,6,61.5,56.0,1436
37078,37078,0.52,1,3,7,61.4,56.0,1176
37079,37079,0.9,4,4,5,63.6,59.0,4093
37080,37080,0.26,1,2,4,62.1,56.0,556
37081,37081,1.01,1,3,3,63.0,57.0,9463
37082,37082,0.7,1,7,4,61.4,55.0,2107
37083,37083,0.88,3,3,3,62.0,59.0,5052
37084,37084,0.92,3,1,4,60.6,61.0,5202
37085,37085,0.26,2,5,4,62.3,59.0,382
37086,37086,0.9,1,1,7,60.8,56.0,4241
37087,37087,0.4,2,4,3,59.7,58.0,1050
37088,37088,1.7,3,4,5,63.1,57.0,15937
37089,37089,0.42,3,4,6,61.9,55.0,798
37090,37090,0.33,3,6,1,62.0,58.0,694
37091,37091,0.31,2,5,2,60.5,58.0,707
37092,37092,1.5,2,2,5,59.4,62.0,12587
37093,37093,1.06,1,4,3,61.4,56.0,9645
37094,37094,0.27,3,3,5,58.7,58.0,470
37095,37095,1.34,1,7,7,62.5,57.0,5273
37096,37096,0.51,3,7,6,63.3,56.0,1071
37097,37097,2.01,3,6,4,59.8,63.0,17068
37098,37098,1.12,5,1,5,58.9,59.0,7696
37099,37099,0.3,2,2,6,62.7,60.0,675
37100,37100,1.27,2,7,5,62.2,58.0,4580
37101,37101,0.41,2,3,3,61.0,59.0,1115
37102,37102,0.57,1,2,5,61.8,56.0,1851
37103,37103,0.7,4,6,4,64.4,60.0,2271
37104,37104,1.02,2,4,5,61.5,59.0,5250
37105,37105,0.3,2,4,4,62.0,60.0,725
37106,37106,0.3,3,7,4,61.9,56.0,394
37107,37107,0.91,3,2,5,61.1,58.0,5145
37108,37108,0.9,3,3,6,62.8,56.0,3842
37109,37109,0.34,2,4,5,60.3,59.0,596
37110,37110,0.91,2,7,6,62.8,59.0,2905
37111,37111,1.44,2,4,5,59.5,61.0,11032
37112,37112,0.5,1,4,6,62.1,56.0,1286
37113,37113,0.32,1,2,6,61.9,56.0,720
37114,37114,1.62,2,6,4,61.7,59.0,10362
37115,37115,0.38,1,1,4,61.9,53.5,983
37116,37116,0.32,1,4,4,61.2,57.0,828
37117,37117,0.61,1,1,5,61.6,56.0,2364
37118,37118,0.7,3,3,2,63.3,62.0,3204
37119,37119,0.31,3,1,6,61.7,59.0,571
37120,37120,1.0,2,1,7,58.3,61.0,4626
37121,37121,0.41,4,6,4,63.7,57.0,755
37122,37122,1.5,3,3,6,61.2,57.0,10973
37123,37123,1.26,1,4,2,61.1,57.0,10787
37124,37124,0.4,1,5,7,61.6,56.0,516
37125,37125,0.4,2,5,4,62.6,58.0,1035
37126,37126,0.9,1,7,4,62.4,56.0,3498
37127,37127,1.51,1,3,4,62.1,56.0,16520
37128,37128,0.77,2,2,6,60.9,58.0,2896
37129,37129,0.73,2,6,3,61.5,58.0,2519
37130,37130,2.04,3,4,7,59.9,58.0,16389
37131,37131,0.7,5,6,6,65.8,57.0,1697
37132,37132,1.04,2,3,6,61.5,59.0,4770
37133,37133,2.01,2,6,7,59.2,60.0,13574
37134,37134,1.01,2,2,6,62.0,61.0,5311
37135,37135,1.21,1,5,6,61.1,57.0,6180
37136,37136,1.22,2,5,5,62.7,59.0,6184
37137,37137,0.34,3,4,6,61.5,56.0,507
37138,37138,1.56,2,7,4,61.1,59.0,8324
37139,37139,1.11,4,2,6,61.4,57.5,6178
37140,37140,1.51,1,4,4,61.6,56.0,14542
37141,37141,1.2,1,5,5,62.6,56.0,6586
37142,37142,1.13,3,2,7,63.4,59.0,5147
37143,37143,0.32,2,4,7,62.7,58.0,421
37144,37144,1.28,4,4,7,63.6,57.0,4679
37145,37145,1.21,3,6,6,62.9,55.0,5452
37146,37146,1.01,2,2,7,59.5,59.0,4751
37147,37147,2.01,3,7,7,63.4,59.0,11660
37148,37148,0.7,3,7,6,60.2,61.0,1817
37149,37149,1.51,4,3,6,60.9,61.0,11560
37150,37150,1.51,1,5,5,61.4,58.0,10861
37151,37151,3.01,5,6,7,65.8,56.0,18242
37152,37152,1.01,1,5,6,62.7,56.0,5457
37153,37153,0.28,3,2,3,61.4,55.0,612
37154,37154,1.02,2,5,5,60.4,59.0,5008
37155,37155,0.27,1,2,2,62.0,56.0,586
37156,37156,1.24,1,6,5,61.8,56.0,7544
37157,37157,0.7,1,3,6,62.6,55.0,2410
37158,37158,0.57,2,1,6,60.2,60.0,1847
37159,37159,1.28,2,5,7,60.2,58.0,6093
37160,37160,0.45,1,4,4,62.8,58.0,1055
37161,37161,1.01,3,3,1,63.5,59.0,9972
37162,37162,0.51,1,1,5,61.9,57.0,1882
37163,37163,0.32,2,3,2,61.9,59.0,990
37164,37164,1.12,4,7,6,63.7,61.0,3951
37165,37165,0.82,4,7,6,57.5,62.0,2140
37166,37166,0.3,1,5,2,61.2,57.0,655
37167,37167,0.53,3,3,1,59.6,58.0,2395
37168,37168,2.1,3,6,5,59.4,60.0,17837
37169,37169,1.22,1,5,7,62.3,55.3,5321
37170,37170,2.09,2,5,7,60.9,58.0,13119
37171,37171,0.39,1,2,6,62.0,56.0,676
37172,37172,0.71,4,3,7,64.1,60.0,2130
37173,37173,0.7,1,4,5,61.6,57.0,3253
37174,37174,1.03,1,5,8,61.5,57.0,3172
37175,37175,0.9,2,1,7,58.8,59.0,3579
37176,37176,0.31,1,2,4,61.7,56.0,942
37177,37177,1.51,2,4,6,58.7,60.0,10020
37178,37178,0.36,2,3,4,60.7,58.0,789
37179,37179,0.57,1,4,4,61.1,57.0,2060
37180,37180,1.19,1,4,3,60.9,53.0,9403
37181,37181,1.21,2,2,6,63.0,57.0,6261
37182,37182,0.39,1,3,5,59.2,58.0,862
37183,37183,1.3,3,3,6,61.5,58.0,7567
37184,37184,1.2,1,3,5,62.3,55.0,8486
37185,37185,1.0,5,2,6,57.4,62.0,5212
37186,37186,0.41,1,4,2,62.1,54.0,1084
37187,37187,0.72,1,5,6,60.3,59.0,2197
37188,37188,0.52,1,4,4,62.4,56.0,1815
37189,37189,0.33,2,4,5,61.4,60.0,579
37190,37190,2.01,3,7,4,60.2,61.0,12845
37191,37191,0.93,3,1,6,60.8,60.0,3880
37192,37192,1.02,2,4,6,60.7,60.0,4855
37193,37193,1.01,4,3,7,63.6,59.0,4197
37194,37194,1.13,3,3,7,62.3,59.0,4282
37195,37195,1.01,3,3,6,63.5,59.0,4989
37196,37196,0.53,1,4,4,61.9,55.0,1695
37197,37197,1.32,2,4,6,62.1,59.0,6542
37198,37198,0.3,1,2,3,60.7,57.0,622
37199,37199,0.35,1,2,2,62.1,57.0,1195
37200,37200,1.14,1,6,6,62.2,56.0,4953
37201,37201,0.38,1,3,3,60.8,53.0,963
37202,37202,0.4,3,3,7,62.6,53.0,579
37203,37203,0.4,2,4,3,61.3,59.0,917
37204,37204,0.72,1,6,5,61.7,56.0,2650
37205,37205,1.01,4,3,6,63.7,57.0,4989
37206,37206,0.5,2,5,5,60.9,59.0,1332
37207,37207,0.51,1,4,3,62.9,57.0,1842
37208,37208,0.8,3,3,4,62.6,57.0,3720
37209,37209,0.51,3,1,7,60.3,57.0,1204
37210,37210,1.5,3,3,5,59.7,56.0,13537
37211,37211,0.51,1,5,1,60.3,58.0,1899
37212,37212,1.06,2,1,5,62.3,59.0,7541
37213,37213,0.52,1,4,7,63.0,55.0,1151
37214,37214,0.3,3,4,5,61.8,60.0,505
37215,37215,0.3,3,5,6,59.4,63.0,421
37216,37216,1.11,1,2,5,62.2,56.0,7326
37217,37217,1.05,2,3,4,61.0,58.0,7879
37218,37218,0.52,1,2,5,62.0,55.0,1689
37219,37219,1.06,2,3,6,61.9,58.0,4862
37220,37220,0.44,1,3,3,60.9,55.0,1196
37221,37221,1.51,2,2,6,60.3,58.0,12336
37222,37222,1.1,1,4,7,62.1,56.0,4750
37223,37223,2.13,1,6,7,62.6,56.0,12356
37224,37224,0.5,1,1,5,61.9,57.0,1690
37225,37225,0.31,1,1,5,62.0,55.0,734
37226,37226,0.57,3,4,5,62.1,57.0,1608
37227,37227,0.6,1,2,6,61.5,56.0,1738
37228,37228,1.03,3,4,8,62.4,57.0,3060
37229,37229,0.52,2,3,6,58.6,61.0,1338
37230,37230,0.51,4,3,3,60.2,62.0,1942
37231,37231,0.7,2,2,4,62.9,61.0,3175
37232,37232,0.59,1,5,5,62.2,59.0,1648
37233,37233,1.0,4,7,7,57.8,61.0,3536
37234,37234,1.26,3,6,6,61.9,58.0,6318
37235,37235,0.31,2,4,2,59.9,62.0,1046
37236,37236,1.55,2,5,6,60.7,58.0,9763
37237,37237,0.43,1,4,7,61.1,55.0,800
37238,37238,0.42,1,5,4,61.4,56.0,847
37239,37239,0.57,1,3,3,62.1,56.0,2360
37240,37240,0.3,1,5,5,62.3,57.0,491
37241,37241,0.31,1,4,1,61.7,56.0,924
37242,37242,0.64,2,3,6,61.2,58.0,1816
37243,37243,0.7,1,5,6,60.5,57.0,2548
37244,37244,0.3,1,4,2,61.3,56.0,789
37245,37245,0.38,1,6,3,61.7,56.0,737
37246,37246,0.42,2,4,5,59.8,58.0,1087
37247,37247,1.53,3,7,5,62.9,59.0,7418
37248,37248,2.0,3,3,6,57.9,60.0,18759
37249,37249,0.25,3,2,2,59.7,58.0,575
37250,37250,0.3,1,4,4,60.4,55.0,637
37251,37251,1.03,1,4,4,63.0,56.0,6659
37252,37252,0.4,1,4,6,62.7,57.0,736
37253,37253,0.38,1,6,4,61.5,53.9,703
37254,37254,0.91,3,6,5,61.5,58.0,3994
37255,37255,1.59,1,7,4,62.1,55.0,8925
37256,37256,0.7,1,3,6,62.1,56.0,2573
37257,37257,1.5,2,3,6,62.9,59.0,11878
37258,37258,2.15,3,7,6,62.4,60.0,13622
37259,37259,0.31,1,4,3,61.8,56.0,687
37260,37260,0.26,2,2,4,60.1,60.0,452
37261,37261,1.39,1,3,7,62.2,56.0,5021
37262,37262,0.37,4,4,7,63.3,55.0,487
37263,37263,0.9,2,5,5,61.2,61.0,3810
37264,37264,0.32,1,4,5,62.4,55.0,524
37265,37265,1.05,1,6,6,62.6,56.0,4466
37266,37266,0.53,1,1,6,61.6,56.0,1621
37267,37267,0.5,1,2,5,63.0,57.0,1629
37268,37268,0.45,4,4,1,59.6,61.0,1437
37269,37269,0.58,1,7,6,61.5,55.0,1089
37270,37270,0.72,3,1,5,63.1,59.0,3139
37271,37271,0.7,1,2,7,62.3,58.0,2436
37272,37272,0.72,3,3,6,62.3,57.0,2540
37273,37273,1.53,2,5,5,60.1,58.0,11087
37274,37274,0.34,1,2,5,62.6,57.0,956
37275,37275,0.26,3,5,3,63.3,58.0,600
37276,37276,1.01,4,1,6,57.6,60.0,5501
37277,37277,0.91,2,2,7,58.5,60.0,3379
37278,37278,2.01,4,6,6,59.4,63.0,14597
37279,37279,1.0,4,3,6,58.1,64.0,4608
37280,37280,2.0,1,4,5,62.3,57.0,17760
37281,37281,0.53,3,4,2,61.7,57.0,1948
